Gender,Age,Senior Citizen,Married,Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Churn Label,CLTV,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check
1,44,0,0,0,0,0,8,1,7.02,0,1,23,0,0,0,0,0,0,0,0,0,43.55,335.4,0.0,10,56.16,5,0,3266,0,0,1,0
0,40,0,0,0,0,0,63,1,19.01,1,1,20,0,1,1,1,1,1,1,1,1,109.85,7002.95,0.0,0,1197.63,5,0,5775,0,0,1,0
0,61,0,1,1,1,7,7,1,5.01,0,0,0,0,0,0,0,0,0,0,0,0,20.65,158.95,0.0,0,35.07,3,0,4058,0,0,1,0
0,52,0,0,0,0,0,3,1,17.01,0,1,28,0,1,0,0,1,1,1,1,0,95.4,293.15,0.0,0,51.03,3,0,2813,0,0,0,0
1,19,0,1,1,1,3,72,1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1493.75,0.0,0,410.4,5,0,4974,0,1,0,0
0,57,0,0,0,0,0,19,1,40.22,0,1,22,0,0,0,0,0,1,1,1,1,56.2,1093.4,0.0,0,764.18,5,0,3384,0,0,0,0
0,60,0,1,0,1,9,59,1,26.99,0,0,0,0,0,0,0,0,0,0,0,0,18.4,1057.85,0.0,0,1592.41,4,0,4375,0,1,0,0
0,62,0,1,1,1,5,35,1,24.76,1,0,0,0,0,0,0,0,0,0,0,1,25.75,882.55,0.0,0,866.6,5,0,4194,0,0,0,0
1,64,0,0,0,0,0,14,1,8.54,0,0,0,0,0,0,0,0,0,0,0,0,19.6,300.4,0.0,0,119.56,4,0,2847,0,0,1,0
0,29,0,1,1,1,7,69,1,8.39,0,0,0,0,0,0,0,0,0,0,0,0,19.8,1436.95,0.0,0,578.9100000000001,5,0,5423,0,1,1,0
1,64,0,1,0,1,4,69,1,44.33,0,1,18,1,1,1,1,1,0,0,1,1,75.75,5388.15,0.0,0,3058.77,4,0,5839,0,1,0,0
0,56,0,1,0,1,10,72,1,26.04,1,1,6,0,1,0,1,1,1,1,1,1,78.95,5730.15,0.0,0,1874.88,5,0,5050,0,1,0,0
0,61,0,1,1,1,8,4,1,44.64,0,1,21,1,0,0,0,0,0,0,1,0,50.3,217.1,0.0,0,178.56,3,0,3147,0,0,0,0
1,30,0,1,1,1,9,63,1,18.88,0,1,48,0,1,1,0,0,0,0,0,1,80.3,4896.35,0.0,40,1189.4399999999998,4,0,5157,0,0,1,0
1,52,0,0,0,0,0,72,1,3.43,0,0,0,0,0,0,0,0,0,0,0,0,19.85,1434.1,0.0,0,246.96,5,0,4790,0,1,0,0
0,42,0,0,0,0,0,46,1,32.78,0,0,0,0,0,0,0,0,0,0,0,1,21.1,937.1,0.0,0,1507.88,5,0,4791,0,1,0,0
1,53,0,1,0,1,10,30,1,23.16,0,1,6,0,0,1,0,0,0,0,1,1,50.0,1474.9,0.0,0,694.8,4,0,4715,0,0,1,0
1,52,0,0,0,0,0,63,1,48.75,1,1,21,0,1,1,0,1,1,1,1,1,104.75,6536.5,0.0,0,3071.25,5,0,5882,0,1,0,0
0,53,0,0,0,0,0,60,1,31.12,0,0,0,0,0,0,0,0,0,0,0,0,19.85,1128.1,0.0,0,1867.2,4,0,6213,0,1,0,0
1,26,0,1,1,0,0,25,1,11.79,0,1,59,0,0,0,1,1,0,0,1,0,85.9,2199.05,0.0,0,294.75,3,0,3153,0,0,0,0
1,61,0,0,0,0,0,22,1,4.79,1,0,0,0,0,0,0,0,0,0,0,0,25.25,566.5,0.0,0,105.38,4,0,3403,0,1,1,0
0,58,0,1,0,1,9,31,1,28.52,1,1,2,0,1,0,1,1,1,1,1,0,80.55,2471.6,0.0,0,884.12,4,0,3491,0,1,0,0
0,64,0,1,1,1,7,39,1,40.68,0,1,76,0,0,1,1,0,0,0,1,1,81.5,3107.3,0.0,0,1586.52,5,0,2042,0,0,0,0
1,31,0,0,0,0,0,26,1,31.73,0,0,0,0,0,0,0,0,0,0,0,0,20.9,518.3,0.0,0,824.98,3,0,5895,0,0,1,0
1,54,0,0,0,0,0,12,1,45.8,1,1,4,1,1,0,1,0,0,0,1,1,67.25,832.3,0.0,0,549.5999999999999,3,0,4334,0,0,0,0
0,52,0,0,0,0,0,2,1,25.92,0,0,0,0,0,0,0,0,0,0,0,0,20.35,45.3,0.0,0,51.84,3,0,5994,0,0,1,0
1,40,0,0,0,0,0,39,0,0.0,0,1,13,1,0,0,1,1,0,0,1,0,45.05,1790.6,0.0,0,0.0,3,0,4003,1,0,0,0
0,37,0,1,1,1,8,7,0,0.0,0,1,17,1,0,0,1,0,0,0,1,0,34.65,246.6,0.0,0,0.0,3,0,5996,0,0,1,0
0,39,0,0,0,0,0,55,1,22.34,0,1,4,0,1,1,0,0,0,0,1,1,81.55,4509.5,0.0,0,1228.7,3,0,5167,0,0,0,0
1,43,0,1,0,1,7,72,1,42.16,0,1,18,0,1,1,0,1,1,1,1,1,75.4,5480.25,0.0,0,3035.5199999999995,3,0,4171,0,1,0,0
0,62,0,1,0,1,6,10,1,37.08,0,1,7,0,0,1,0,1,1,1,1,1,67.8,653.15,0.0,0,370.8,5,0,2709,0,0,1,0
0,24,0,1,1,1,7,15,1,24.27,0,1,27,0,0,0,0,0,0,0,1,0,46.3,639.45,0.0,0,364.05,5,0,3103,0,0,0,0
0,48,0,1,1,1,1,23,1,39.59,0,0,0,0,0,0,0,0,0,0,0,0,20.4,478.75,0.0,0,910.57,4,0,4698,0,1,0,0
1,46,0,0,1,0,0,1,1,7.66,0,0,0,0,0,0,0,0,0,0,0,0,20.05,20.05,0.0,0,7.66,3,0,4221,0,0,1,0
1,23,0,1,1,1,1,47,1,15.59,0,1,52,1,1,1,0,0,1,1,1,1,96.1,4391.45,0.0,0,732.73,3,0,5793,1,0,0,0
0,36,0,0,0,0,0,15,1,23.56,0,0,0,0,0,0,0,0,0,0,0,0,19.65,270.6,0.0,0,353.4,5,0,4818,1,0,1,0
1,39,0,0,0,0,0,21,0,0.0,0,1,9,0,1,0,1,0,0,0,1,1,36.0,780.15,0.0,0,0.0,4,0,3378,0,0,1,0
0,62,0,1,0,1,1,56,1,39.72,1,1,11,1,0,0,0,1,0,0,1,0,65.2,3512.15,0.0,0,2224.32,3,0,4775,1,0,0,0
0,28,0,1,1,1,1,6,1,24.83,1,1,82,0,0,0,0,0,0,0,1,1,48.95,273.25,0.0,0,148.98,3,0,3061,0,0,1,0
1,30,0,1,0,1,1,42,1,17.31,1,1,82,1,0,0,1,1,1,1,1,0,80.45,3375.9,0.0,0,727.02,3,0,4397,1,0,1,0
0,55,0,1,1,1,1,68,1,18.42,1,1,53,1,0,1,1,1,1,1,1,1,109.05,7508.55,0.0,0,1252.5600000000002,4,0,6391,0,1,0,0
1,59,0,1,1,1,1,48,1,20.73,1,0,0,0,0,0,0,0,0,0,0,0,26.3,1245.05,0.0,0,995.04,3,0,2111,0,1,0,0
0,31,0,1,1,0,0,63,1,41.84,0,0,0,0,0,0,0,0,0,0,0,0,19.35,1263.85,0.0,0,2635.92,4,0,4566,0,1,0,0
1,24,0,0,0,0,0,17,1,34.02,0,0,0,0,0,0,0,0,0,0,0,0,21.1,385.55,0.0,0,578.34,3,0,2842,0,0,1,0
1,41,0,1,1,1,1,4,1,39.04,0,0,0,0,0,0,0,0,0,0,0,0,18.85,84.2,0.0,0,156.16,4,0,5279,0,0,1,0
0,51,0,0,1,0,0,62,1,2.83,1,0,0,0,0,0,0,0,0,0,0,0,26.0,1638.7,0.0,0,175.46,3,0,4535,0,1,0,0
0,45,0,1,0,1,1,2,1,7.7,0,1,22,0,0,0,0,0,0,0,0,1,70.35,120.25,0.0,20,15.4,3,0,4917,0,0,0,0
1,33,0,1,0,1,1,48,1,6.1,1,1,18,1,1,1,0,1,0,0,1,1,96.9,4473.45,0.0,0,292.79999999999995,4,0,2613,0,1,0,0
1,53,0,1,0,1,1,27,1,44.19,0,0,0,0,0,0,0,0,0,0,0,0,19.55,520.55,0.0,0,1193.13,4,0,4430,0,1,0,0
0,28,0,1,0,1,4,70,1,39.78,0,1,52,0,1,1,1,1,1,1,1,1,80.4,5717.85,0.0,0,2784.6,5,0,6367,0,1,0,0
1,44,0,1,0,1,1,46,1,10.13,1,1,3,0,1,1,0,1,0,0,1,1,94.65,4312.5,0.0,0,465.98,4,0,4120,1,0,0,0
1,35,0,1,1,1,9,69,1,42.45,1,1,27,0,1,1,0,1,0,0,1,0,95.75,6511.25,0.0,0,2929.05,4,0,5561,1,0,1,0
1,34,0,0,0,0,0,65,1,44.7,0,0,0,0,0,0,0,0,0,0,0,1,19.55,1218.65,0.0,0,2905.5,5,0,4309,0,1,1,0
1,46,0,0,0,0,0,17,1,31.6,0,0,0,0,0,0,0,0,0,0,0,1,20.1,279.5,0.0,0,537.2,4,0,2185,1,0,1,0
1,23,0,1,0,1,2,51,1,39.32,1,1,76,1,0,1,1,1,1,1,1,1,111.55,5720.35,0.0,0,2005.32,4,0,4053,1,0,0,0
1,40,0,1,0,1,5,51,1,9.53,0,1,10,1,1,0,1,0,0,0,1,0,60.5,3121.45,0.0,0,486.03,3,0,4994,0,1,1,0
0,52,0,1,0,1,6,72,1,42.64,1,1,15,1,1,1,1,1,1,1,1,1,90.95,6468.6,0.0,0,3070.08,3,0,6091,0,1,0,0
1,31,0,0,0,0,0,34,1,36.52,0,0,0,0,0,0,0,0,0,0,0,0,19.7,675.6,0.0,0,1241.68,3,0,4136,0,0,1,0
1,39,0,1,0,1,10,67,0,0.0,0,1,6,1,1,0,1,0,1,1,1,1,50.95,3521.7,0.0,0,0.0,3,0,6395,0,1,0,0
0,56,0,1,0,1,3,49,1,22.1,0,0,0,0,0,0,0,0,0,0,0,1,20.05,923.1,0.0,0,1082.9,5,0,5579,1,0,0,0
1,38,0,1,1,1,8,53,1,25.32,0,0,0,0,0,0,0,0,0,0,0,1,19.4,1110.35,0.0,0,1341.96,3,0,4497,0,1,1,0
1,55,0,0,0,0,0,27,1,33.94,1,1,25,0,0,1,1,0,0,0,1,0,59.45,1611.65,0.0,0,916.38,4,0,4818,0,0,0,0
1,46,0,0,0,0,0,69,1,3.24,1,1,26,1,1,1,1,0,1,1,1,1,81.5,5553.25,0.0,0,223.56,4,0,5286,0,1,1,0
0,51,0,1,1,1,4,2,0,0.0,0,1,27,0,0,0,1,0,0,0,1,0,29.05,44.75,0.0,0,0.0,4,0,4998,0,0,0,0
0,45,0,1,0,1,6,46,1,44.75,0,1,27,1,1,0,1,0,1,1,1,0,70.6,3231.05,0.0,0,2058.5,3,0,5433,1,0,1,0
0,39,0,0,0,0,0,54,1,31.55,1,1,8,0,1,0,0,1,1,1,1,1,97.2,5129.45,0.0,0,1703.7,5,0,4971,0,1,0,0
1,53,0,0,0,0,0,20,1,33.14,1,1,17,1,0,0,1,0,0,0,0,0,59.2,1191.2,0.0,130,662.8,3,0,5924,0,0,0,0
1,20,0,0,0,0,0,11,1,13.55,0,1,27,0,1,0,0,0,0,0,1,1,75.9,866.4,0.0,0,149.05,4,0,4278,0,0,1,0
1,56,0,1,0,1,4,68,1,11.94,0,1,3,1,1,1,0,0,1,1,1,0,70.95,4741.45,0.0,0,811.92,3,0,5036,0,1,0,0
0,39,0,0,0,0,0,1,1,37.5,0,1,3,0,0,0,0,0,0,0,1,0,43.8,43.8,0.0,0,37.5,5,0,4633,0,0,0,0
1,36,0,1,0,1,1,63,0,0.0,0,1,5,1,1,1,0,1,1,1,1,0,59.0,3707.6,0.0,0,0.0,3,0,5639,0,1,0,0
0,58,0,0,0,0,0,3,1,29.51,0,1,17,0,0,1,0,1,1,1,0,1,69.95,220.45,0.0,30,88.53,5,0,2754,1,0,0,0
0,25,0,0,0,0,0,48,1,13.67,1,0,0,0,0,0,0,0,0,0,0,0,24.35,1133.7,0.0,0,656.16,5,0,4200,1,0,0,0
1,45,0,0,0,0,0,66,0,0.0,0,1,15,0,0,0,1,0,0,0,1,0,29.45,1983.15,0.0,0,0.0,3,0,5112,1,0,1,0
0,44,0,1,1,1,3,68,1,24.94,1,1,30,0,1,1,0,0,0,0,1,1,84.4,5746.75,0.0,0,1695.92,5,0,5045,0,1,1,0
0,20,0,1,0,1,2,7,1,41.64,0,0,0,0,0,0,0,0,0,0,0,0,20.65,134.05,0.0,0,291.48,4,0,3575,1,0,0,1
1,48,0,1,0,1,5,72,1,12.02,1,1,26,1,1,1,1,1,1,1,1,1,87.1,6230.1,0.0,0,865.4399999999999,3,0,5993,0,1,0,0
0,46,0,1,0,0,0,29,1,5.69,0,0,0,0,0,0,0,0,0,0,0,0,19.85,573.05,0.0,0,165.01000000000002,4,0,2712,0,0,0,1
1,56,0,1,0,1,4,37,1,6.99,0,1,22,0,0,1,1,0,1,1,0,1,90.35,3419.3,0.0,150,258.63,3,0,3347,0,0,0,0
0,57,0,1,0,1,6,59,1,14.49,1,1,25,1,1,0,1,0,0,0,1,0,65.5,3801.3,0.0,0,854.91,3,0,5631,1,0,0,1
0,29,0,0,0,0,0,27,1,1.31,0,1,53,0,1,0,1,0,0,0,1,1,56.15,1439.35,0.0,0,35.370000000000005,3,0,3056,0,0,0,1
1,36,0,1,0,1,1,17,0,0.0,0,1,10,1,0,1,0,0,0,0,1,0,34.4,592.75,0.0,0,0.0,3,0,4207,0,0,0,1
1,31,0,1,0,1,9,58,1,18.68,0,0,0,0,0,0,0,0,0,0,0,0,20.75,1185.95,0.0,0,1083.44,5,0,4927,0,1,1,0
1,29,0,1,0,1,9,1,1,43.57,0,0,0,0,0,0,0,0,0,0,0,0,18.8,18.8,0.0,0,43.57,3,0,5160,1,0,0,1
0,50,0,0,0,0,0,53,1,2.51,1,1,19,1,1,1,0,0,0,0,0,0,90.8,4921.2,0.0,60,133.03,3,0,5249,0,0,0,0
1,21,0,0,0,0,0,35,1,39.84,1,0,0,0,0,0,0,0,0,0,0,1,25.6,901.25,0.0,0,1394.4,4,0,2980,0,0,0,0
1,35,0,1,0,1,1,68,1,11.12,1,1,10,0,1,0,1,0,1,1,1,0,70.8,4859.95,0.0,0,756.16,4,0,5540,0,1,1,0
1,20,0,1,0,1,1,47,1,10.07,1,0,0,0,0,0,0,0,0,0,0,0,25.4,1139.2,0.0,0,473.29,3,0,3159,0,0,0,0
0,51,0,0,0,0,0,9,1,42.41,1,1,8,0,0,0,0,0,0,0,1,1,76.85,663.55,0.0,0,381.69,5,0,4834,0,0,0,0
0,41,0,0,0,0,0,8,1,15.86,0,0,0,0,0,0,0,0,0,0,0,0,20.25,174.65,0.0,0,126.88,5,0,2653,0,1,0,1
1,40,0,0,0,0,0,14,1,33.5,1,0,0,0,0,0,0,0,0,0,0,1,24.8,321.7,0.0,0,469.0,4,0,4527,1,0,1,0
0,26,0,0,0,0,0,45,1,33.73,1,1,30,1,1,1,1,1,1,1,1,1,115.65,5125.5,0.0,0,1517.85,3,0,3974,0,0,0,0
0,21,0,0,0,0,0,8,1,1.28,1,1,42,0,0,0,0,0,0,0,1,1,74.6,548.9,0.0,0,10.24,5,0,2142,0,0,1,0
1,40,0,1,1,1,7,66,1,39.45,0,1,19,1,1,1,0,1,1,1,1,1,103.15,7031.3,0.0,0,2603.7000000000003,4,0,4663,1,0,0,0
1,39,0,1,0,1,5,72,1,42.55,1,1,18,1,1,1,1,0,0,0,1,0,72.1,5016.65,0.0,0,3063.6,3,0,4658,0,1,1,0
0,47,0,1,1,1,4,23,1,35.86,1,0,0,0,0,0,0,0,0,0,0,0,25.1,611.45,0.0,0,824.78,5,0,2267,0,1,0,1
0,27,0,0,0,0,0,4,1,6.5,1,1,73,1,0,0,0,0,0,0,1,1,80.15,319.85,0.0,0,26.0,3,0,2841,0,0,0,0
1,58,0,1,1,1,8,6,1,31.73,1,0,0,0,0,0,0,0,0,0,0,0,25.4,153.3,0.0,0,190.38,3,0,2882,0,1,0,1
1,64,0,1,0,1,7,56,1,32.93,1,0,0,0,0,0,0,0,0,0,0,1,24.45,1431.65,0.0,0,1844.08,3,0,5623,1,0,0,1
0,56,0,1,0,1,7,72,1,39.98,1,0,0,0,0,0,0,0,0,0,0,0,25.0,1849.2,0.0,0,2878.56,4,0,6126,0,1,1,0
1,64,0,1,0,1,9,72,1,16.58,1,1,30,1,1,1,0,1,1,1,1,1,85.25,6083.1,0.0,0,1193.7599999999998,3,0,6275,0,1,0,0
1,60,0,1,1,1,10,23,1,34.04,0,0,0,0,0,0,0,0,0,0,0,0,19.6,426.65,0.0,0,782.92,5,0,4617,0,1,1,0
0,52,0,0,1,0,0,35,1,38.82,1,1,19,0,0,0,0,0,0,0,0,0,50.15,1655.35,0.0,130,1358.7,3,0,5879,0,0,0,1
1,54,0,1,0,1,5,12,1,45.15,1,0,0,0,0,0,0,0,0,0,0,0,26.4,314.95,0.0,0,541.8,4,0,3277,1,0,0,1
0,33,0,0,0,0,0,40,1,8.36,0,0,0,0,0,0,0,0,0,0,0,0,20.15,804.85,0.0,0,334.4,5,0,3915,0,1,0,1
1,21,0,1,1,1,9,7,0,0.0,0,1,47,1,1,1,0,1,1,1,1,0,58.85,465.7,0.0,0,0.0,3,0,3332,0,0,1,0
1,62,0,1,1,1,8,70,1,32.38,1,1,53,1,1,0,0,1,0,0,1,1,97.55,6669.05,0.0,0,2266.6000000000004,4,0,4551,0,0,1,0
1,31,0,1,1,1,7,60,1,21.98,0,0,0,0,0,0,0,0,0,0,0,0,19.65,1161.75,0.0,0,1318.8,5,0,6315,0,1,1,0
1,27,0,1,0,1,8,39,0,0.0,0,1,48,0,0,0,0,0,0,0,1,1,25.25,947.75,0.0,0,0.0,3,0,4259,1,0,1,0
1,53,0,1,0,1,5,72,1,6.29,1,1,8,1,1,1,1,1,1,1,1,0,114.45,8375.05,0.0,0,452.88,4,0,6274,0,1,1,0
1,49,0,1,0,1,3,54,1,48.45,1,1,28,0,1,0,1,1,0,0,1,1,70.7,3770.0,0.0,0,2616.3,3,0,5276,1,0,0,0
0,58,0,1,0,1,7,63,1,6.33,0,1,30,1,1,1,1,1,0,0,1,0,75.55,4707.85,0.0,0,398.79,4,0,4626,0,1,1,0
1,40,0,1,1,1,9,71,1,33.67,1,1,75,0,1,0,1,0,0,0,1,1,84.8,6152.4,0.0,0,2390.57,3,0,5952,0,1,0,0
0,56,0,0,0,0,0,42,1,23.25,0,0,0,0,0,0,0,0,0,0,0,1,20.65,958.1,0.0,0,976.5,4,0,5956,1,0,1,0
1,27,0,0,0,0,0,47,1,6.61,0,0,0,0,0,0,0,0,0,0,0,0,20.45,943.0,0.0,0,310.67,4,0,4342,0,1,0,0
1,20,0,0,0,0,0,11,0,0.0,0,1,73,0,1,0,1,0,0,0,1,1,35.65,425.1,0.0,0,0.0,4,0,4986,0,0,0,0
1,41,0,0,0,0,0,69,1,49.35,1,1,30,0,1,1,1,1,0,0,1,1,97.65,6743.55,0.0,0,3405.15,3,0,5709,0,1,1,0
0,21,0,0,0,0,0,5,1,29.74,1,1,42,0,0,1,1,0,0,0,1,1,82.75,417.75,0.0,0,148.7,4,0,5269,0,0,0,0
0,19,0,1,0,1,1,71,1,24.72,1,0,0,0,0,0,0,0,0,0,0,1,24.4,1725.4,0.0,0,1755.12,5,0,4412,0,1,1,0
0,28,0,0,0,0,0,29,1,39.35,1,1,69,0,1,0,0,0,0,0,1,1,55.25,1620.2,0.0,0,1141.15,4,0,5481,1,0,0,0
1,39,0,1,0,1,3,52,1,44.65,1,1,3,0,1,0,1,0,0,0,1,0,61.35,3169.55,0.0,0,2321.8,3,0,4729,0,0,0,0
1,40,0,0,0,0,0,68,1,20.29,1,1,29,1,1,1,0,0,1,1,1,0,76.75,5233.25,0.0,0,1379.72,4,0,5395,1,0,1,0
0,61,0,1,1,1,9,46,1,47.5,0,0,0,0,0,0,0,0,0,0,0,0,19.4,967.85,0.0,0,2185.0,4,0,2320,0,1,1,0
1,63,0,0,0,0,0,8,1,30.53,0,1,26,0,0,0,0,0,1,1,1,1,54.75,438.05,0.0,0,244.24,5,0,5317,0,0,1,0
1,23,0,1,0,1,10,72,1,27.97,0,0,0,0,0,0,0,0,0,0,0,0,19.7,1421.9,0.0,0,2013.84,3,0,6436,0,1,1,0
0,38,0,0,0,0,0,17,1,25.62,0,0,0,0,0,0,0,0,0,0,0,0,19.9,323.15,0.0,0,435.54,4,0,2093,1,0,0,0
1,42,0,0,0,0,0,3,1,12.66,0,1,28,0,1,1,1,1,1,1,1,1,107.95,318.6,0.0,0,37.98,3,0,5653,0,0,0,0
0,52,0,0,0,0,0,51,0,0.0,0,1,24,0,1,1,0,1,1,1,1,1,56.4,2928.5,0.0,0,0.0,4,0,4380,1,0,1,0
0,52,0,1,1,1,4,6,1,25.05,0,0,0,0,0,0,0,0,0,0,0,0,20.1,100.35,0.0,0,150.3,4,0,5874,0,1,1,0
0,51,0,1,0,1,5,3,1,2.97,1,1,7,0,0,0,0,1,1,1,1,0,94.9,273.2,0.0,0,8.91,5,0,2330,0,0,0,0
1,62,0,1,0,1,4,30,1,5.56,1,1,8,0,0,0,0,0,0,0,0,0,49.9,1441.95,0.0,100,166.79999999999998,4,0,3712,0,0,0,0
1,39,0,0,0,0,0,31,1,6.4,1,1,24,0,1,0,1,1,0,0,1,1,71.05,2168.15,0.0,0,198.4,4,0,4443,0,0,0,0
0,57,0,0,0,0,0,45,1,37.39,0,1,30,1,0,1,1,1,1,1,1,0,81.65,3618.7,0.0,0,1682.55,3,0,5937,0,1,0,0
1,30,0,1,0,1,5,64,1,13.8,1,1,48,1,1,1,0,0,0,0,1,0,89.45,5692.65,0.0,0,883.2,3,0,5519,1,0,0,0
1,46,0,0,0,0,0,1,1,5.02,0,0,0,0,0,0,0,0,0,0,0,0,19.05,19.05,0.0,0,5.02,4,0,5279,0,0,1,0
1,51,0,1,1,0,0,72,1,24.95,1,1,13,1,1,1,1,1,1,1,1,0,114.45,8100.55,0.0,0,1796.4,3,0,4700,0,1,0,0
0,61,0,1,0,1,4,7,1,31.43,0,1,24,0,0,0,0,0,0,0,0,1,44.25,313.45,0.0,0,220.01,5,0,5014,0,0,1,0
0,43,0,1,0,1,6,66,1,11.72,1,1,20,0,1,1,1,0,0,0,1,1,90.55,6130.95,0.0,0,773.5200000000001,5,0,4958,1,0,0,0
1,61,0,1,1,1,2,40,1,1.89,0,0,0,0,0,0,0,0,0,0,0,1,20.4,745.3,0.0,0,75.6,3,0,5918,0,0,0,0
1,24,0,0,0,0,0,16,1,25.71,1,1,48,0,1,1,0,0,1,1,1,1,71.4,1212.1,0.0,0,411.36,5,0,3360,0,0,0,0
1,19,0,1,0,1,9,67,1,3.28,1,0,0,0,0,0,0,0,0,0,0,0,24.85,1583.5,0.0,0,219.76,4,0,4833,0,1,1,0
0,45,0,1,0,1,2,41,1,9.85,0,1,14,1,1,1,0,1,1,1,1,1,104.45,4162.05,0.0,0,403.85,3,0,2719,1,0,0,0
0,58,0,1,1,1,2,56,1,48.56,0,0,0,0,0,0,0,0,0,0,0,1,19.8,1119.9,0.0,0,2719.36,3,0,4681,0,1,1,0
0,25,0,0,0,0,0,72,1,48.52,1,1,51,1,1,1,1,1,1,1,0,1,116.45,8013.55,0.0,90,3493.44,4,0,5567,0,1,0,0
0,58,0,1,0,1,1,54,1,32.72,0,0,0,0,0,0,0,0,0,0,0,0,20.05,1102.4,0.0,0,1766.88,5,0,4212,0,1,1,0
0,63,0,0,0,0,0,50,1,29.8,0,1,26,0,0,1,1,0,1,1,1,1,89.7,4304.5,0.0,0,1490.0,4,0,5306,0,1,0,0
1,33,0,1,0,1,10,27,1,9.01,0,1,5,1,0,0,0,0,0,0,1,0,48.7,1421.75,0.0,0,243.27,3,0,3560,1,0,1,0
1,56,0,0,0,0,0,62,1,38.33,0,1,30,1,1,0,0,1,1,1,1,1,74.3,4698.05,0.0,0,2376.46,4,0,5974,1,0,1,0
0,59,0,0,0,0,0,12,1,37.63,0,1,26,0,1,0,1,0,0,0,0,1,54.3,654.5,0.0,130,451.56000000000006,3,0,3854,0,0,0,0
1,31,0,1,1,1,2,54,1,46.7,0,1,75,0,1,0,1,0,0,0,1,1,79.95,4362.05,0.0,0,2521.8,3,0,4387,0,1,0,0
0,49,0,0,0,0,0,68,1,2.83,0,0,0,0,0,0,0,0,0,0,0,0,20.05,1386.9,0.0,0,192.44,4,0,5740,0,1,0,0
1,20,0,0,0,0,0,20,1,31.02,0,0,0,0,0,0,0,0,0,0,0,0,19.4,415.4,0.0,0,620.4,3,0,4958,0,0,1,0
1,46,0,1,0,1,4,50,1,10.33,1,1,6,0,0,1,0,0,0,0,1,0,54.9,2614.1,0.0,0,516.5,4,0,4322,1,0,0,0
1,42,0,0,0,0,0,58,1,2.38,1,0,0,0,0,0,0,0,0,0,0,1,24.45,1513.6,0.0,0,138.04,4,0,6490,0,1,1,0
1,41,0,1,1,1,4,35,1,48.08,1,1,53,0,1,0,0,1,0,0,0,1,89.65,3161.6,0.0,40,1682.8,3,0,2622,0,0,0,0
0,31,0,0,0,0,0,2,1,10.81,0,1,13,0,0,0,0,0,0,0,1,1,45.4,80.95,0.0,0,21.62,3,0,4964,0,0,0,0
1,35,0,1,0,1,3,63,1,12.15,1,1,21,1,0,1,1,0,1,1,1,0,75.7,4676.7,0.0,0,765.45,3,0,5113,0,1,1,0
0,35,0,1,0,1,8,58,1,37.95,1,1,18,1,1,1,0,1,1,1,1,1,110.65,6526.65,0.0,0,2201.1000000000004,3,0,4761,1,0,1,0
0,37,0,1,0,1,10,27,1,20.96,0,0,0,0,0,0,0,0,0,0,0,1,20.55,583.3,0.0,0,565.9200000000001,4,0,2269,1,0,1,0
0,57,0,1,0,1,7,71,1,9.44,1,1,9,1,1,1,1,1,1,1,1,1,115.15,8078.1,0.0,0,670.24,3,0,4144,0,1,1,0
0,35,0,0,0,0,0,63,1,27.38,0,1,9,0,0,1,0,0,1,1,1,0,58.55,3503.5,0.0,0,1724.9399999999998,3,0,6312,1,0,1,0
1,40,0,1,0,1,8,71,1,26.56,1,1,7,0,1,1,0,0,1,1,0,1,93.25,6669.45,0.0,90,1885.76,4,0,6035,0,0,0,0
0,51,0,1,1,1,10,68,1,46.61,0,0,0,0,0,0,0,0,0,0,0,1,19.35,1292.65,0.0,0,3169.48,4,0,6303,0,1,0,0
1,32,0,1,1,1,10,1,1,26.26,0,1,22,1,0,0,0,0,0,0,1,1,48.75,48.75,0.0,0,26.26,4,0,5068,0,0,1,0
0,37,0,0,0,0,0,28,1,3.25,1,1,11,0,0,0,1,0,0,0,1,1,54.9,1505.15,0.0,0,91.0,3,0,2885,0,0,1,0
1,54,0,1,1,1,3,72,1,47.69,1,0,0,0,0,0,0,0,0,0,0,0,24.75,1859.1,0.0,0,3433.68,4,0,4185,0,1,1,0
0,36,0,0,0,0,0,2,1,46.78,0,1,12,1,1,0,0,1,0,0,0,1,91.15,168.5,0.0,10,93.56,3,0,2686,0,0,0,0
1,39,0,1,0,1,4,68,1,38.38,1,1,20,1,1,1,1,1,1,1,1,1,92.2,6392.85,0.0,0,2609.84,3,0,4451,0,1,1,0
0,54,0,1,0,1,10,57,1,23.28,0,0,0,0,0,0,0,0,0,0,0,1,19.6,1134.25,0.0,0,1326.96,4,0,6064,0,1,0,0
1,45,0,1,0,1,9,54,0,0.0,0,1,9,0,1,0,0,0,0,0,1,0,30.4,1621.35,0.0,0,0.0,4,0,4778,0,0,0,0
